7546;MS-C1420;Fourier-analyysi;Fourier analysis;Fourieranalys;07.09.2015 - 19.10.2015;I, IV (lv 2016-2017);5
7547;MS-C1420;Fourier-analyysi;Fourier analysis;Fourieranalys;23.02.2016 - 06.04.2016;I, IV (lv 2016-2017);5
7548;MS-C1530;Käyrät ja pinnat;Curves and surfaces;Kurvor och ytor;08.09.2015 - 16.10.2015;I (2017-2018, luennoidaan vuorovuosin);5
7550;MS-C1540;Euklidiset avaruudet;Euclidean spaces;Euklidiska rum;04.01.2016 - 15.02.2016;III (kevät);5
7552;MS-C1650;Numeerinen analyysi;Numerical analysis;Numerisk analys;22.02.2016 - 07.04.2016;IV (kevät);5
7554;MS-C2103;Koesuunnittelu ja tilastolliset mallit;Design of Experiments and Statistical Models;Försöksplanering och statistiska modeller;04.01.2016 - 12.02.2016;III  ;5
7556;MS-C2104;Tilastollisen analyysin perusteet;Introduction to Statistical Inference;Grunderna för statistisk analys;04.01.2016 - 01.04.2016;III-IV;5
7558;MS-C2105;Optimoinnin perusteet;Introduction to Optimization;Grundkurs i optimering;22.02.2016 - 01.04.2016;IV;5
7561;MS-C2107;Sovelletun matematiikan tietokonetyöt;Computational Assignments in Applied Mathematics;Datorarbeten i tillämpad matematik;08.09.2015 - 10.12.2015;I - II, III - IV;5
7563;MS-C2111;Stokastiset prosessit;Stochastic Processes;Stokastiska processer;07.09.2015 - 16.10.2015;I (Syksy);5
7565;MS-C2128;Ennustaminen ja aikasarja-analyysi;Prediction and Time Series Analysis;Prediktering och tidsserieanalys;26.10.2015 - 03.12.2015;II (Syksy);5
7567;MS-C2132;Systeemianalyysilaboratorio I;Systems Analysis Laboratory I;Systemanalyslaboratorium I;04.01.2016 - 18.05.2016;III-V;5
7568;MS-C2197;Filosofia ja systeemiajattelu (V);Philosophy and Systems Thinking;Filosofi och systemtänkande (V);20.01.2016 - 07.04.2016;III - IV;3
7569;MS-E1000;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;Crystal Flowers in Halls of Mirrors: Mathematics meets Art and Architecture;01.08.2015 - 31.07.2016;III-IV (Spring 2017), every other year  ;5-15
7570;MS-E1010;Tieteen filosofia;Philosophy of Science;Vetenskapens filosofi;07.09.2015 - 03.12.2015;I-II (syksy 2016), joka toinen vuosi  ;5
7571;MS-E1011;Tieteen historia;History of Science;Vetenskapshistoria;01.08.2015 - 31.07.2016;I-II (syksy 2016), joka toinen vuosi  ;5
7572;MS-E1050;Graph theory;Graph theory;Graph theory;08.09.2015 - 15.10.2015;I (Autumn);5
7573;MS-E1051;Combinatorics;Combinatorics;Combinatorics;27.10.2015 - 04.12.2015;I (Autumn)  ;5
7576;MS-E1110;Number theory;Number theory;Number theory;27.10.2015 - 03.12.2015;II (Autumn).  ;5
7577;MS-E1111;Galois theory;Galois theory;Galois theory;23.02.2016 - 31.03.2016;IV (Spring 2018), every other year  ;5
7578;MS-E1280;Measure and integral;Measure and integral;Measure and integral;26.10.2015 - 04.12.2015;II (Autumn)  ;5
7579;MS-E1281;Real analysis;Real analysis;Real analysis;;IV (Spring 2018), every other year  ;5
7580;MS-E1289;Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);Seminar on analysis and geometry (V);08.09.2015 - 18.05.2016;I-V (academic year)  ;1-5
7581;MS-E1460;Functional analysis;Functional analysis;Functional analysis;09.09.2015 - 16.10.2015;I (Autumn)  ;5
7582;MS-E1531;Differential geometry;Differential geometry;Differential geometry;05.01.2016 - 12.02.2016;III (Spring 2018), every other year  ;5
7583;MS-E1600;Probability theory;Probability theory;Probability theory;04.01.2016 - 11.02.2016;III (Spring)  ;5
7584;MS-E1601;Brownian motion and stochastic analysis;Brownian motion and stochastic analysis;Brownian motion and stochastic analysis;26.10.2015 - 03.12.2015;II (Autumn 2017), every other year  ;5
7585;MS-E1602;Large random systems;Large random systems;Large random systems;22.02.2016 - 31.03.2016;IV (Spring 2017), every other year  ;5
7586;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I-V (academic year)  ;1-5
7587;MS-E1651;Numerical matrix computations;Numerical matrix computations;Numerical matrix computations;08.09.2015 - 16.10.2015;I (Autumn)  ;5
7588;MS-E1652;Computational methods for differential equations;Computational methods for differential equations;Computational methods for differential equations;26.10.2015 - 03.12.2015;II (Autumn)  ;5
7589;MS-E1653;Finite element method;Finite element method;Finite element method;04.01.2016 - 31.03.2016;III-IV (Spring)  ;5
7590;MS-E1654;Computational inverse problems;Computational inverse problems;Computational inverse problems;25.02.2016 - 01.04.2016;IV (Spring)  ;5
7591;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I-V (academic year)  ;1-5
7592;MS-E1740;Continuum mechanics 1;Continuum mechanics 1;Continuum mechanics 1;08.09.2015 - 15.10.2015;I (Autumn)  ;5
7593;MS-E1741;Continuum mechanics 2;Continuum mechanics 2;Continuum mechanics 2;27.10.2015 - 03.12.2015;II (Autumn)  ;5
7594;MS-E1742;Computational mechanics 1;Computational mechanics 1;Computational mechanics 1;23.02.2016 - 31.03.2016;IV (Spring)  ;5
7595;MS-E1743;Computational mechanics 2;Computational mechanics 2;Computational mechanics 2;12.04.2016 - 19.05.2016;V (Spring)  ;5
7596;MS-E1980;Special assignment in mathematics (V);Special assignment in mathematics (V);Special assignment in mathematics (V);01.08.2015 - 31.07.2016; I-V (academic year)  ;5-10
7600;MS-E1990;Time-frequency analysis;Course with Varying Content V;Course with Varying Content V;27.10.2015 - 03.12.2015;;1-10
7603;MS-E1991;;;;07.09.2015 - 15.10.2015;;1-10
7605;MS-E1992;Mathematical tools for coding theory and data storage;Mathematical tools for coding theory and data storage;Mathematical tools for coding theory and data storage;05.01.2016 - 11.02.2016;;1-10
7607;MS-E1993;Differential geometry;Differential geometry;Differential geometry;23.02.2016 - 01.04.2016;;1-10
7610;MS-E1994;Principles of functional analysis;Course with Varying Content V;Course with Varying Content V;09.09.2015 - 03.12.2015;;1-10
7613;MS-E1995;Introduction to Computational Algebraic Geometry;Introduction to Computational Algebraic Geometry;Introduction to Computational Algebraic Geometry;05.01.2016 - 11.02.2016;;1-10
7615;MS-E1996;Multivariate location and scatter;Multivariate location and scatter;Multivariate location and scatter;26.10.2015 - 04.12.2015;;1-10
7617;MS-E1997;Symmetries;Symmetries;Symmetries;07.09.2015 - 15.10.2015;;1-10
7621;MS-E2112;Multivariate statistical analysis;Multivariate statistical analysis;Multivariate statistical analysis;04.01.2016 - 01.04.2016;III-IV (Spring)  ;5
7622;MS-E2113;Jonoteoria;Queuing Theory;Köteori;01.08.2015 - 31.07.2016;Ei luennoida tänä lukuvuonna;3-6
7623;MS-E2114;Investment science;Investment science;Investment science;22.02.2016 - 01.04.2016;IV (Spring);5
7624;MS-E2117;Riskianalyysi;Risk Analysis;Riskanalys;07.01.2016 - 09.04.2016;III - IV;5
7625;MS-E2129;Systeemien identifiointi;System Identification;Systemidentifiering;10.09.2015 - 03.12.2015;I - II;5
7626;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I - II;3-6
7627;MS-E2133;Systems analysis laboratory II;Systems analysis laboratory II;Systems analysis laboratory II;07.09.2015 - 02.12.2015;I - II (Autumn);5
7628;MS-E2134;Decision making and problem solving;Decision making and problem solving;Decision making and problem solving;07.09.2015 - 16.10.2015;I (Autumn);5
7630;MS-E2139;Nonlinear programming;Nonlinear programming;Nonlinear programming;26.10.2015 - 08.12.2015;III (Spring);5
7631;MS-E2140;Linear programming;Linear programming;Linear programming;08.09.2015 - 16.10.2015;I (Autumn);5
7635;MS-E2146;Integer programming;Integer programming;Integer programming;23.02.2016 - 31.03.2016;Not lectured this academic year;5
7636;MS-E2148;Dynamic optimization;Dynamic optimization;Dynamic optimization;05.01.2016 - 12.02.2016;II;5
7637;MS-E2152;Peliteoria (V);Game Theory (V);Spelteori (V);09.09.2015 - 03.12.2015;Ei luennoida tänä lukuvuonna;5
7639;MS-E2170;Simulation (V);Simulation (V);Simulation (V);22.02.2016 - 30.03.2016;IV (Spring);5
7640;MS-E2174;Computational methods in operations research (V);Computational methods in operations research (V);Computational methods in operations research (V);12.04.2016 - 11.05.2016;Not lectured this academic year;3-6
7641;MS-E2177;Operaatiotutkimuksen projektityöseminaari (V);Seminar on Case Studies in Operations Research (V);Projektarbetsseminarium i operationsanalys (V);15.01.2016 - 28.05.2016;III - IV;5
7647;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;I - II;5-8
8744;SCI3029.kand;Kandidaatintyö ja seminaari (Matematiikka ja systeemitieteet);Bachelor's Thesis and Seminar (Mathematics and Systems Sciences);Kandidatarbete och seminarium (Matematik och systemvetenskaper);07.09.2015 - 31.08.2016;;10
14657;NBE-E4580;Research Seminar on Biophysics and Biomedical Engineering V;Research Seminar on Biophysics and Biomedical Engineering V;Research Seminar on Biophysics and Biomedical Engineering V;04.01.2017 - 29.03.2017;III-IV, organised in odd years;3
14654;NBE-E4550;Special Course in Molecular Engineering V;Special Course in Molecular Engineering V;Special Course in Molecular Engineering V;12.09.2016 - 19.05.2017;I-II, III-IV;5
14653;NBE-E4540;Special Course in Biomedical Engineering V;Special Course in Biomedical Engineering V;Special Course in Biomedical Engineering V;18.09.2016 - 21.05.2017;The course is organised according to agreement.;2-5
14652;NBE-E4530;Special Course in Human Neuroscience V;Special Course in Human Neuroscience V;Special Course in Human Neuroscience V;18.09.2016 - 21.05.2017;I, II, III, IV, V;2-5
14648;NBE-E4240;Advanced Course on Human Neuroscience;Advanced Course on Human Neuroscience;Advanced Course on Human Neuroscience;22.02.2017 - 19.05.2017;IV-V;5
14647;NBE-E4230;Affective Neuroscience;Affective Neuroscience;Affective Neuroscience;18.09.2016 - 11.12.2016;I - II;3
14646;NBE-E4220;Introduction to Human Neuroscience;Introduction to Human Neuroscience;Introduction to Human Neuroscience;03.01.2017 - 07.02.2017;III;5
14645;NBE-E4210;Structure and operation of the human brain;Structure and operation of the human brain;Structure and operation of the human brain;12.09.2016 - 05.12.2016;I-II;5
14644;NBE-E4130;Information Processing in Neural Circuits;Information Processing in Neural Circuits;Information Processing in Neural Circuits;04.01.2017 - 17.05.2017;III-V (spring), odd years;5
14643;NBE-E4120;Cellular Electrophysiology;Cellular Electrophysiology;Cellular Electrophysiology;14.09.2016 - 07.12.2016;I-II (Autumn), even years;5
14642;NBE-E4100;Molecular Biophysics;Molecular Biophysics;Molecular Biophysics;02.01.2017 - 17.05.2017;III-V (Spring);5
14641;NBE-E4060;Bioelectromagnetism: Fundamentals, Modelling and Application;Bioelectromagnetism: Fundamentals, Modelling and Application;Bioelectromagnetism: Fundamentals, Modelling and Application;13.09.2016 - 02.12.2016;I-II, even years;5
14640;NBE-E4050;Signal Processing in Biomedical Engineering;Signal Processing in Biomedical Engineering;Signal Processing in Biomedical Engineering;13.09.2016 - 09.12.2016;I-II;5
14639;NBE-E4040;Functional Brain Imaging: Practice;Functional Brain Imaging: Practice;Functional Brain Imaging: Practice;18.09.2016 - 11.12.2016;I-II;5
14638;NBE-E4030;Experimental and Statistical Methods in Biological Sciences;Experimental and Statistical Methods in Biological Sciences;Experimental and Statistical Methods in Biological Sciences;12.09.2016 - 24.11.2016;I-II;5
14637;NBE-E4000;Principles of Biomedical Imaging;Principles of Biomedical Imaging;Principles of Biomedical Imaging;14.09.2016 - 07.12.2016;I-II (Autumn);5
14636;NBE-C3001;Aivoaakkoset;Brain ABC;Hjärnans ABC;14.09.2016 - 07.12.2016;I-II (syksy);4
14635;NBE-C2201;Fysiologia;Physiology;Fysiologi;03.01.2017 - 28.03.2017;III-IV;5
14634;NBE-C2102;Sähkömagneettisen kenttäteorian perusteet;Fundamentals of Electromagnetic Field Theory;Grunderna i elektromagnetisk fältteori;02.01.2017 - 09.02.2017;III;5
14633;NBE-C2101;Biofysiikka;Biophysics;Biofysik;09.01.2017 - 31.03.2017;III-IV;5
13876;JOIN-E3000;Life Science Technologies Project Course;Life Science Technologies Project Course;Life Science Technologies Project Course;01.02.2017 - 08.02.2017;III-V (Spring).;10
10881;;;b>Teaching Period;b>Credits;01.08.2015 - 31.07.2016;Kurssi on poistunut tarjonnasta. Korvaavaa kurssia ei ole määritelty. Korvaavasta suorituksesta sovitaan moduulin/kokonaisuuden vastuuprofessorin kanssa.  ;5
10795;Tfy-99.5111;Biofysiikan ja lääketieteellisen tekniikan erikoistyö;Biophysics and Biomedical Engineering, special assignment;Specialarbete i biofysik och medicinsk teknik;01.08.2015 - 31.07.2016;I, II, III, IV, V (Autumn & Spring), summer;10
10794;Tfy-99.4285;Bioelectromagnetism: fundamentals, modelling and application P;Bioelectromagnetism: fundamentals, modelling and application P;Bioelectromagnetism: fundamentals, modelling and application P;01.08.2015 - 31.07.2016;I-II (Autumn), even years;5
10793;Tfy-99.3298;Biofysiikan ja lääketieteellisen tekniikan erikoistyö;Biophysics and Biomedical Engineering, special assignment;Specialarbete i biofysik och medicinsk teknik;01.08.2015 - 31.07.2016;I, II, III, IV, V, summer;5-10
10792;Tfy-99.3285;Research Seminar on Biophysics and Biomedical Engineering P;Research Seminar on Biophysics and Biomedical Engineering P;Research Seminar on Biophysics and Biomedical Engineering P;01.08.2015 - 31.07.2016;III - IV (Spring, organised in odd years);3
10791;Tfy-99.1291;Yksilölliset opinnot;Individual Studies;Individuella studier;01.08.2015 - 31.07.2016;I, II, III, IV, V;1-15
10385;BECS-C3001;Aivoaakkoset;Brain ABC;Hjärnans ABC;01.08.2015 - 31.07.2016;I-II. Kurssi luennoidaan seuraavan kerran syksyllä 2016.;4
10384;Becs-114.6400;Special Course on Molecular Engineering P;Special Course on Molecular Engineering P;Special Course on Molecular Engineering P;01.08.2015 - 31.07.2016;I-II, III-IV. Course will not be lectured in 2015-2016.;5
4393;Becs-114.5501;Experimental and Statistical Methods in Biological Sciences I;Experimental and Statistical Methods in Biological Sciences I;Experimental and Statistical Methods in Biological Sciences I;09.09.2015 - 15.10.2015;I;5
4397;Becs-114.5707;Individualized Studies in Cognitive Neuroscience P;Individualized Studies in Cognitive Neuroscience P;Individualized Studies in Cognitive Neuroscience P;12.09.2015 - 22.05.2016;I, II, III, IV, V;1-10
4402;Becs-114.5808;Y01;Individualized Studies in Neuroscience P;Individualized Studies in Neuroscience P;12.09.2015 - 22.05.2016;I, II, III, IV, V;1-10
4343;BECS-C2101;Biofysiikka;Biophysics;Biofysik;08.01.2016 - 01.04.2016;III-IV;5
4345;BECS-C2102;Sähkö ja magnetismi;Electricity and Magnetism;Elektricitet och magnetism;04.01.2016 - 04.02.2016;III;5
4347;BECS-C2201;Fysiologia;Physiology;Fysiologi;09.09.2015 - 02.12.2015;I-II;5
4349;BECS-E2601;Bayesian Data Analysis;Bayesian Data Analysis;Bayesian Data Analysis;07.09.2015 - 03.12.2015;I-II (Autumn);5
4351;BECS-E3060;Special Course in Brain and Mind Study V;Special Course in Brain and Mind Study V;Special Course in Brain and Mind Study V;13.09.2015 - 22.05.2016;I, II, III, IV, V;2-5
4355;BECS-E5971;Functional Brain Imaging: Principles;Functional Brain Imaging: Principles;Functional Brain Imaging: Principles;23.02.2016 - 17.05.2016;IV-V (Spring);5
4356;BECS-E5972;Functional Brain Imaging: Practice;Functional Brain Imaging: Practice;Functional Brain Imaging: Practice;13.09.2015 - 06.12.2015;I-II (Autumn);5
6087;JOIN-E3000;Life Science Technologies Project Course;Life Science Technologies Project Course;Life Science Technologies Project Course;03.02.2016 - 29.05.2016;III-V (Spring).;10
8218;NBE-E4000;Principles of Biomedical Imaging;Principles of Biomedical Imaging;Principles of Biomedical Imaging;08.09.2015 - 02.12.2015;I-II (Autumn);5
8219;NBE-E4010;Medical Image Analysis;Medical Image Analysis;Medical Image Analysis;08.09.2015 - 04.12.2015;I-II (Autumn), odd years;5
8220;NBE-E4100;Molecular Biophysics;Molecular Biophysics;Molecular Biophysics;04.01.2016 - 18.05.2016;III-V (Spring);5
8221;NBE-E4120;Cellular Electrophysiology;Cellular Electrophysiology;Cellular Electrophysiology;01.08.2015 - 31.07.2016;I-II (Autumn), even years;5
8222;NBE-E4130;Information Processing in Neural Circuits;Information Processing in Neural Circuits;Information Processing in Neural Circuits;01.08.2015 - 31.07.2016;III-V (spring), odd years;5
8223;NBE-E4140;Neurophysics;Neurophysics;Neurophysics;25.02.2016 - 19.05.2016;IV-V (spring), even years;5
8225;NBE-E5700;Introduction to Cognitive Neuroscience;Introduction to Cognitive Neuroscience;Introduction to Cognitive Neuroscience;05.01.2016 - 09.02.2016;III (Spring);5
9358;Tfy-99.2710;Introduction to the Structure and Operation of the Human Brain;Introduction to the Structure and Operation of the Human Brain;Introduction to the Structure and Operation of the Human Brain;14.09.2015 - 01.12.2015;I-II (Autumn). Lectures will start on 14 September.;5
9359;Tfy-99.3227;Electromagnetic Field Theory P;Electromagnetic Field Theory P;Electromagnetic Field Theory P;07.09.2015 - 01.12.2015;I-II (odd years);5
9360;Tfy-99.3249;Biomedical Engineering, special course P;Biomedical Engineering, special course P;Biomedical Engineering, special course P;13.09.2015 - 22.05.2016;;2-5
9367;Tfy-99.4275;Signal Processing in Biomedical Engineering P;Signal Processing in Biomedical Engineering P;Signal Processing in Biomedical Engineering P;24.09.2015 - 04.12.2015;I - II (Autumn);5
9372;Tfy-99.7280;Medical Imaging P;Medical Imaging P;Medical Imaging P;11.01.2016 - 30.03.2016;III-IV (Spring), lectured in even years;5
15213;PHYS-E0526;Microscopy of Nanomaterials, laboratory course;Microscopy of Nanomaterials, laboratory course;Microscopy of Nanomaterials, laboratory course;11.10.2016 - 17.12.2016;IV - V (Spring);5
14990;Tfy-3.1540;Fysiikan laboratoriotyöt I;Physics, laboratory course I;Laboratoriearbeten i fysik I;13.09.2016 - 18.10.2016;I. Kurssi luennoidaan viimeisen kerran syksyllä 2016.;3
14989;Tfy-3.1530;Fysiikan lyhyet laboratoriotyöt;Concise physics laboratory experiments;Laboratoriearbeten i fysik, kort kurs;13.09.2016 - 04.10.2016;I. Kurssi luennoidaan viimeisen kerran syksyllä 2016.;2
14767;SCI3028.kand;Kandidaatintyö ja seminaari (Teknillinen fysiikka);Bachelor's Thesis and Seminar (Engineering Physics);Kandidatarbete och seminarium (Teknisk fysik);01.08.2016 - 19.05.2017;;10
14761;SCI-C0200;Fysiikan ja matematiikan menetelmien studio;Physics and Mathematics Studio;Fysik- och matematikstudio;04.01.2017 - 15.05.2017;III-V;10
14710;PHYS-E6572;Advanced Wind Power Technology;Advanced Wind Power Technology;Advanced Wind Power Technology;15.09.2016 - 09.12.2016;I - II (alternate years, lectured autumn 2016);5
14709;PHYS-E6571;Fuel Cells and Hydrogen Technology;Fuel Cells and Hydrogen Technology;Fuel Cells and Hydrogen Technology;02.01.2017 - 29.03.2017;III - IV (alternate years, lectured spring 2017);5
14708;PHYS-E0582;Special Course in Advanced Energy Technologies 2 V;Special Course in Advanced Energy Technologies 2 V;Special Course in Advanced Energy Technologies 2 V;18.09.2016 - 21.05.2017;I, II, III, IV, V (Autumn and Spring);1-10
14707;PHYS-E0580;Energiatieteiden erikoiskurssi V;Special Course in Advanced Energy Technologies V;Specialkurs i energivetenskaper V;18.09.2016 - 21.05.2017;I, II, III, IV, V;1-10
14706;PHYS-E0564;Nuclear competence portfolio;Nuclear competence portfolio;Nuclear competence portfolio;18.09.2016 - 21.05.2017;I-V;1
14705;PHYS-E0563;Fundamentals of Plasma Physics for Space and Fusion Applications;Fundamentals of Plasma Physics for Space and Fusion Applications;Fundamentals of Plasma Physics for Space and Fusion Applications;03.01.2017 - 18.05.2017;III ¿ V;5
14704;PHYS-E0562;Nuclear Engineering, advanced course;Nuclear Engineering, advanced course;Nuclear Engineering, advanced course;20.02.2017 - 16.05.2017;IV - V (Spring);5
14703;PHYS-E0551;Low Temperature Physics V;Low Temperature Physics V;Low Temperature Physics V;13.09.2016 - 07.12.2016;I, II, III, IV, V (Autumn & Spring);5-6
14702;PHYS-E0551;Low Temperature Physics V;Low Temperature Physics V;Low Temperature Physics V;10.01.2017 - 29.03.2017;I, II, III, IV, V (Autumn & Spring);5-6
14701;PHYS-E0542;Special Course in Theoretical Physics V/Density-Functional Theory for Experts;Special Course in Theoretical Physics V/Density-Functional Theory for Experts;Special Course in Theoretical Physics V/Density-Functional Theory for Experts;12.09.2016 - 07.12.2016;I, II, III, IV, V;3-10
14700;PHYS-E0542;Special Course in Theoretical Physics V/Advanced Mathematical Methods in Physics I;Special Course in Theoretical Physics V/Advanced Mathematical Methods in Physics I;Special Course in Theoretical Physics V/Advanced Mathematical Methods in Physics I;05.01.2017 - 30.03.2017;I, II, III, IV, V;3-10
14699;PHYS-E0541;Special Course in Physics V;Special Course in Physics V;Special Course in Physics V;18.09.2016 - 21.05.2017;I, II, III, IV, V;3-10
14698;PHYS-E0526;Microscopy of Nanomaterials, laboratory course;Microscopy of Nanomaterials, laboratory course;Microscopy of Nanomaterials, laboratory course;26.02.2017 - 21.05.2017;IV - V (Spring);5
14697;PHYS-E0525;Microscopy of Nanomaterials;Microscopy of Nanomaterials;Microscopy of Nanomaterials;03.01.2017 - 28.03.2017;III - IV (Spring);5
14696;PHYS-E0483;Advances in New Energy Technologies;Advances in New Energy Technologies;Advances in New Energy Technologies;04.01.2017 - 31.03.2017;III -IV (Spring);5
14695;PHYS-E0463;Fusion Energy Technology;Fusion Energy Technology;Fusion Energy Technology;02.01.2017 - 29.03.2017;III-IV (Spring);5
14694;PHYS-E0460;Reaktorifysiikan perusteet;Introduction to Reactor Physics;Introduktion till reaktorfysik;12.09.2016 - 05.12.2016;I - II;5
14693;PHYS-E0436;Modern Optics V;Modern Optics V;Modern Optics V;24.02.2017 - 19.05.2017;IV-V (alternate years, lectured spring 2017);5
14692;PHYS-E0435;Optical Physics;Optical Physics;Optical Physics;16.09.2016 - 09.12.2016;I - II (Autumn);5
14691;PHYS-E0424;Nanophysics;Nanophysics;Nanophysics;12.09.2016 - 05.12.2016;I - II (Autumn);5
14690;PHYS-E0422;Soft Condensed Matter Physics;Soft Condensed Matter Physics;Soft Condensed Matter Physics;02.01.2017 - 29.03.2017;III - IV (Spring);5
14689;PHYS-E0421;Solid-State Physics;Solid-State Physics;Solid-State Physics;20.02.2017 - 23.05.2017;IV-V (Spring);5
14688;PHYS-E0417;Experimental Methods in Physics;Experimental Methods in Physics;Experimental Methods in Physics;12.09.2016 - 08.12.2016;I - II (Autumn);5
14687;PHYS-E0416;Quantum Physics;Quantum Physics;Quantum Physics;04.01.2017 - 05.04.2017;III - IV (Spring);5
14686;PHYS-E0415;Statistical Mechanics;Statistical Mechanics;Statistical Mechanics;14.09.2016 - 09.12.2016;I - II (Autumn);5
14685;PHYS-E0414;Advanced Quantum Mechanics;Advanced Quantum Mechanics;Advanced Quantum Mechanics;13.09.2016 - 08.12.2016;I-II (Autumn);5
14684;PHYS-E0413;Theoretical Mechanics;Theoretical Mechanics;Theoretical Mechanics;13.09.2016 - 16.12.2016;I-II (Autumn);5
14683;PHYS-E0412;Computational Physics;Computational Physics;Computational Physics;03.01.2017 - 18.05.2017;III - V (Spring);5
14682;PHYS-E0411;Advanced Physics Laboratory;Advanced Physics Laboratory;Advanced Physics Laboratory;08.01.2017 - 21.05.2017;III - V (Spring);5
14681;PHYS-C9381;Energialukutaito: ydinkysymyksiä ja -vastauksia energiasta;Energy Literacy: Core Questions and Answers on Energy;Energiläskunnighet: kärnfrågor och svar om energin;14.09.2016 - 07.12.2016;I-II;3
14680;PHYS-C6370;Fundamentals of New Energy Sources;Fundamentals of New Energy Sources;Fundamentals of New Energy Sources;12.09.2016 - 07.12.2016;I - II (Autumn);5
14679;PHYS-C6360;Johdatus ydinenergiatekniikkaan;Introduction to nuclear energy engineering;Introduktion till kärnenergiteknik;02.01.2017 - 30.03.2017;III-IV;5
14678;PHYS-C1380;Multi-disciplinary energy perspectives;Multi-disciplinary energy perspectives;Multi-disciplinary energy perspectives;05.01.2017 - 30.03.2017;III-IV (Spring);5
14677;PHYS-C0360;Säteilyfysiikka ja -turvallisuus;Radiation Physics and Radiation Safety;Strålningsfysik och -säkerhet;12.09.2016 - 20.10.2016;I-II;5
14676;PHYS-C0310;Teknillisen fysiikan laboratoriotyöt;Applied Physics, Laboratory Course;Laboratoriearbeten inom teknisk fysik;06.11.2016 - 21.05.2017;II-V;5
14675;PHYS-C0240;Materiaalifysiikka;Materials Physics;Materialfysik;06.03.2017 - 01.05.2017;IV - V;5
14674;PHYS-C0220;Termodynamiikka ja statistinen fysiikka;Thermodynamics and Statistical Physics;Termodynamik och statistisk fysik;22.02.2017 - 21.04.2017;IV - V;5
14673;PHYS-C0210;Kvanttimekaniikka;Quantum Mechanics;Kvantmekanik;31.10.2016 - 09.12.2016;II;5
14672;PHYS-A5130;Elektromagnetism;Electromagnetism;Elektromagnetism;03.01.2017 - 09.02.2017;III;5
14671;PHYS-A5120;Termodynamik;Thermodynamics;Termodynamik;01.11.2016 - 08.12.2016;II;5
14670;PHYS-A3132;Sähkömagnetismi (ENG2);Electromagnetism (ENG2);Elektromagnetism (ENG2);21.02.2017 - 31.03.2017;IV;5
14669;PHYS-A3131;Sähkömagnetismi (ENG1);Electromagnetism (ENG1);Elektromagnetism (ENG1);03.01.2017 - 10.02.2017;III;5
14668;PHYS-A3122;Termodynamiikka (ENG2);Thermodynamics (ENG2);Termodynamik (ENG2);01.11.2016 - 09.12.2016;II;5
14667;PHYS-A3121;Termodynamiikka (ENG1);Thermodynamics (ENG1);Termodynamik (ENG1);13.09.2016 - 21.10.2016;I;5
14666;PHYS-A2140;Aineen rakenne (CHEM);Structure of Matter (CHEM);Materiens struktur (CHEM);14.09.2016 - 09.12.2016;I - II ;5
14665;PHYS-A2120;Termodynamiikka (CHEM);Thermodynamics (CHEM);Termodynamik (CHEM);03.01.2017 - 10.02.2017;III;5
14664;PHYS-A1140;Aineen rakenne (SCI);Structure of Matter (SCI);Materiens struktur (SCI);21.02.2017 - 31.03.2017;IV;5
14663;PHYS-A1130;Sähkömagnetismi (SCI);Electromagnetism (SCI);Elektromagnetism (SCI);03.01.2017 - 10.02.2017;III;5
14662;PHYS-A1110;Yliopistofysiikan perusteet (SCI);Introduction to University Physics (SCI);Introduktion till universitetsfysik (SCI);01.11.2016 - 08.12.2016;II;5
14661;PHYS-A0140;Structure of Matter (TFM);Structure of Matter (TFM);Structure of Matter (TFM);10.04.2017 - 18.05.2017;V (Spring);5
14660;PHYS-A0130;Electromagnetism (TFM);Electromagnetism (TFM);Electromagnetism (TFM);20.02.2017 - 31.03.2017;IV (Spring);5
14659;PHYS-A0120;Termodynamiikka (TFM);Thermodynamics (TFM);Termodynamik (TFM);31.10.2016 - 09.12.2016;II;5
14658;PHYS-A0110;Yliopistofysiikan perusteet (TFM);Introduction to University Physics (TFM);Introduktion till universitetsfysik (TFM);12.09.2016 - 21.10.2016;I;5
11549;PHYS-CV;Vaihtuvasisältöinen opinto/Masterclass in Physics;Course with Varying Content/Masterclass in Physics;Studier med varierande innehåll/Masterclass in Physics;09.05.2016 - 20.05.2016;;0
11033;PHYS-CV;Vaihtuvasisältöinen opinto;Course with Varying Content;Studier med varierande innehåll;01.08.2015 - 31.07.2016;;0
10694;PHYS-E6572;Advanced Wind Power Technology;Advanced Wind Power Technology;Advanced Wind Power Technology;01.08.2015 - 31.07.2016;I - II (alternate years, not lectured autumn 2015);5
10692;PHYS-E0436;Modern Optics V;Modern Optics V;Modern Optics V;01.08.2015 - 31.07.2016;IV-V (alternate years, lectured spring 2017);5
10691;PHYS-E0424;Nanophysics;Nanophysics;Nanophysics;01.08.2015 - 31.07.2016;I - II (Autumn) The course is not lectured 2015-2016 academic year; next time in Autumn 2016.;5
